id,name,nationality,sex,dob,height,weight,sport,gold,silver,bronze
408751160,Cedric Sorhaindo,FRA,male,6/7/1984,1.92,110,handball,0,1,0
66906563,Chantal Achterberg,NED,female,4/16/1985,1.72,72,rowing,0,1,0
280839325,Chase Kalisz,USA,male,3/7/1994,1.94,86,aquatics,0,1,0
831305339,Chengxin Yin,CHN,female,2/5/1995,1.7,55,aquatics,0,1,0
454523212,Chiara Cainero,ITA,female,3/24/1978,1.71,81,shooting,0,1,0
781396990,Chiara Tabani,ITA,female,8/27/1994,1.76,72,aquatics,0,1,0
347216262,Chloe Bulleux,FRA,female,11/18/1991,1.72,65,handball,0,1,0
908812309,Chloe Dygert,USA,female,1/1/1997,1.76,66,cycling,0,1,0
609981962,Chong Wei Lee,MAS,male,10/21/1982,1.7,68,badminton,0,1,0
150373801,Chris Walker-Hebborn,GBR,male,7/1/1990,1.84,84,aquatics,0,1,0
187059251,Chrisann Gordon,JAM,female,9/18/1994,1.68,65,athletics,0,1,0
112339974,Christania Williams,JAM,female,10/17/1994,1.65,63,athletics,0,1,0
45076354,Christine Day,JAM,female,8/23/1986,1.68,51,athletics,0,1,0
121437333,Christinna Pedersen,DEN,female,5/12/1986,1.78,68,badminton,0,1,0
610018581,Clarisse Agbegnenou,FRA,female,10/25/1992,1.64,66,judo,0,1,0
112490441,Clement Mignon,FRA,male,1/21/1993,1.87,75,aquatics,0,1,0
420887334,Connor Jaeger,USA,male,4/30/1991,1.86,77,aquatics,0,1,0
83363661,Dafne Schippers,NED,female,6/15/1992,1.79,70,athletics,0,1,0
486111896,Damir Buric,CRO,male,12/2/1980,2.05,115,aquatics,0,1,0
971510831,Damir Martin,CRO,male,7/14/1988,1.89,97,rowing,0,1,0
751391017,Dan Bibby,GBR,male,2/6/1991,1.76,86,rugby sevens,0,1,0
721862825,Dan Norton,GBR,male,3/22/1988,1.8,85,rugby sevens,0,1,0
765792716,Dan Wallace,GBR,male,4/14/1993,1.88,80,aquatics,0,1,0
702422699,Daniel Narcisse,FRA,male,12/16/1979,1.89,93,handball,0,1,0
438701799,Daniele Lupo,ITA,male,5/6/1991,1.93,83,volleyball,0,1,0
128511976,Daniyar Ismayilov,TUR,male,2/3/1992,1.73,69,weightlifting,0,1,0
399441834,Daria Shmeleva,RUS,female,10/26/1994,1.64,64,cycling,0,1,0
809722266,Daria Spiridonova,RUS,female,7/8/1998,1.56,45,gymnastics,0,1,0
823394699,Darya Naumava,BLR,female,8/26/1995,1.65,75,weightlifting,0,1,0
274289648,Daryl Homer,USA,male,7/16/1990,1.73,74,fencing,0,1,0
926634435,David Florence,GBR,male,8/8/1982,1.88,76,canoe,0,1,0
636525680,Davie Selke,GER,male,1/20/1995,1.92,82,football,0,1,0
46394870,Denis Mysak,SVK,male,11/30/1995,1.89,90,canoe,0,1,0
796700277,Diego Hypolito,BRA,male,6/19/1986,1.7,68,gymnastics,0,1,0
658816074,Dong Dong,CHN,male,4/13/1989,1.68,56,gymnastics,0,1,0
461207068,Edward Dawkins,NZL,male,7/11/1989,1.85,93,cycling,0,1,0
967379890,Eko Yuli Irawan,INA,male,7/24/1989,1.54,62,weightlifting,0,1,0
240603445,Elena Lopez,ESP,female,10/4/1994,1.69,51,gymnastics,0,1,0
875252627,Elin Rubensson,SWE,female,5/11/1993,1.66,59,football,0,1,0
732211683,Elisa Queirolo,ITA,female,3/6/1991,1.68,61,aquatics,0,1,0
668488790,Elisa di Francisca,ITA,female,12/12/1982,1.77,65,fencing,0,1,0
33326551,Elizabeth Madden,USA,female,11/20/1963,1.68,63,equestrian,0,1,0
769513585,Ellen Hoog,NED,female,3/25/1986,1.64,54,hockey,0,1,0
986117521,Elliot van Strydonck,BEL,male,7/21/1988,1.85,75,hockey,0,1,0
579582876,Elmar Gasimov,AZE,male,11/2/1990,1.88,100,judo,0,1,0
699007358,Elodie Clouvel,FRA,female,1/14/1989,1.82,69,modern pentathlon,0,1,0
937016443,Emanuele Birarelli,ITA,male,2/8/1981,2.02,95,volleyball,0,1,0
202538392,Emilia Appelqvist,SWE,female,2/11/1990,1.68,65,football,0,1,0
75025673,Emily Seebohm,AUS,female,6/5/1992,1.8,70,aquatics,0,1,0
297385649,Emma Berglund,SWE,female,12/19/1988,1.72,63,football,0,1,0
87473289,Emma Johansson,SWE,female,9/23/1983,1.68,54,cycling,0,1,0
322314005,Emma Jorgensen,DEN,female,1/30/1996,1.69,70,canoe,0,1,0
686447847,Emmanuel Stockbroekx,BEL,male,12/23/1993,1.89,88,hockey,0,1,0
686586839,Enrico Garozzo,ITA,male,6/21/1989,1.9,70,fencing,0,1,0
484934440,Enzo Lefort,FRA,male,9/29/1991,1.91,80,fencing,0,1,0
952826532,Eric Johannesen,GER,male,7/16/1988,1.93,100,rowing,0,1,0
92531992,Eric Oelschlaegel,GER,male,9/19/1995,1.93,87,football,0,1,0
939093162,Erik Vlcek,SVK,male,12/29/1981,1.89,89,canoe,0,1,0
591654381,Erlon de Souza Silva,BRA,male,6/23/1991,1.75,78,canoe,0,1,0
585533638,Erwan le Pechoux,FRA,male,1/13/1982,1.71,65,fencing,0,1,0
38750795,Estelle Nze-Minko,FRA,female,8/11/1991,1.78,67,handball,0,1,0
711536725,Ethan Mitchell,NZL,male,2/19/1991,1.8,83,cycling,0,1,0
289758508,Eunice Jepkirui Kirwa,BRN,female,5/20/1984,1.55,49,athletics,0,1,0
779677104,Eva Calvo Gomez,ESP,female,7/29/1991,1.76,57,taekwondo,0,1,0
832639547,Eva de Goede,NED,female,3/23/1989,1.7,61,hockey,0,1,0
707333933,Evan Jager,USA,male,3/8/1989,1.88,65,athletics,0,1,0
146876427,Fabien Gilot,FRA,male,4/27/1984,1.92,87,aquatics,0,1,0
131020655,Federica Radicchi,ITA,female,12/21/1988,1.7,70,aquatics,0,1,0
671103389,Felipe Almeida Wu,BRA,male,6/11/1992,1.69,69,shooting,0,1,0
576762169,Felix Denayer,BEL,male,1/31/1990,1.9,85,hockey,0,1,0
52397385,Felix Drahotta,GER,male,1/1/1989,2,102,rowing,0,1,0
282237207,Feyisa Lilesa,ETH,male,2/1/1990,1.75,67,athletics,0,1,0
70452508,Filippo Lanza,ITA,male,3/3/1991,1.98,98,volleyball,0,1,0
62874382,Fiona Bigwood,GBR,female,4/24/1976,1.73,75,equestrian,0,1,0
432731417,Fitzroy Dunkley,JAM,male,5/20/1993,1.96,80,athletics,0,1,0
396808426,Florent Van Aubel,BEL,male,10/25/1991,1.78,73,hockey,0,1,0
287019022,Florin Mergea,ROU,male,1/26/1985,1.82,79,tennis,0,1,0
513279514,Frances Houghton,GBR,female,9/19/1980,1.93,80,rowing,0,1,0
278586505,Francesca Dallape',ITA,female,6/24/1986,1.64,58,aquatics,0,1,0
136274448,Francesca Pomeri,ITA,female,2/18/1993,1.74,76,aquatics,0,1,0
129990979,Francine Niyonsaba,BDI,female,5/5/1993,1.66,60,athletics,0,1,0
800177354,Gary O'Donovan,IRL,male,12/30/1992,1.72,70,rowing,0,1,0
996740873,Gauthier Boccard,BEL,male,8/26/1991,1.86,79,hockey,0,1,0
91833372,Gayle Broughton,NZL,female,6/5/1996,1.74,70,rugby sevens,0,1,0
974257669,Genevieve Behrent,NZL,female,9/25/1990,1.83,73,rowing,0,1,0
682915910,Genevra Stone,USA,female,7/11/1985,1.83,71,rowing,0,1,0
557935891,Genzebe Dibaba,ETH,female,2/8/1991,1.68,52,athletics,0,1,0
995047699,German Sanchez,MEX,male,6/24/1992,1.65,60,aquatics,0,1,0
117303436,Giovanni Pellielo,ITA,male,1/11/1970,1.73,96,shooting,0,1,0
820456660,Giulia Emmolo,ITA,female,10/16/1991,1.71,67,aquatics,0,1,0
435542404,Giulia Gorlero,ITA,female,9/26/1990,1.8,73,aquatics,0,1,0
848853741,Gnonsiane Niombla,FRA,female,7/9/1990,1.72,69,handball,0,1,0
607191429,Gor Minasyan,ARM,male,10/25/1994,1.8,144,weightlifting,0,1,0
537810856,Grace Zaadi Deuna,FRA,female,7/7/1993,1.71,66,handball,0,1,0
96493170,Grischa Proemel,GER,male,1/9/1995,1.82,78,football,0,1,0
369581493,Guzel Manyurova,KAZ,female,1/24/1978,1.74,75,wrestling,0,1,0
753076822,Haby Niare,FRA,female,6/26/1993,1.76,66,taekwondo,0,1,0
828126181,Hannes Ocik,GER,male,6/8/1991,1.91,93,rowing,0,1,0
941808202,Hedvig Lindahl,SWE,female,4/29/1983,1.79,74,football,0,1,0
447903618,Hellen Onsando Obiri,KEN,female,12/13/1989,1.6,50,athletics,0,1,0
278653669,Henrik Stenson,SWE,male,4/5/1976,1.87,90,golf,0,1,0
251596711,Hidilyn Diaz,PHI,female,2/20/1991,1.49,53,weightlifting,0,1,0
689390939,Hilda Carlen,SWE,female,8/13/1991,1.73,75,football,0,1,0
26054325,Hisayoshi Harasawa,JPN,male,7/3/1992,1.91,125,judo,0,1,0
619522770,Horia Tecau,ROU,male,1/19/1985,1.92,90,tennis,0,1,0
601326293,Huriana Manuel,NZL,female,8/8/1986,1.66,65,rugby sevens,0,1,0
641596822,Hyo Sim Choe,PRK,female,12/5/1993,1.59,62,weightlifting,0,1,0
502834861,Hyvin Kiyeng Jepkemoi,KEN,female,1/13/1992,1.62,42,athletics,0,1,0
45266900,Iain Jensen,AUS,male,5/23/1988,1.86,80,sailing,0,1,0
445744437,Idalys Ortiz,CUB,female,9/27/1989,1.8,82,judo,0,1,0
121871269,Inge Janssen,NED,female,4/20/1989,1.82,74,rowing,0,1,0
569222306,Ingrid Klimke,GER,female,4/1/1968,1.72,58,equestrian,0,1,0
188617365,Inna Stepanova,RUS,female,4/17/1990,1.76,63,archery,0,1,0
469953081,Ivan Krapic,CRO,male,2/14/1989,1.94,103,aquatics,0,1,0
858324078,Ivan Stretovich,RUS,male,10/6/1996,1.7,59,gymnastics,0,1,0
617539408,Ivan Tsikhan,BLR,male,7/24/1976,1.86,110,athletics,0,1,0
33123082,Ivan Zaytsev,ITA,male,10/2/1988,2.04,100,volleyball,0,1,0
579353978,Jack Bobridge,AUS,male,7/13/1989,1.8,65,cycling,0,1,0
28259305,Jacob Barsoe,DEN,male,9/21/1988,1.88,73,rowing,0,1,0
561768430,Jacob Larsen,DEN,male,6/13/1988,1.82,73,rowing,0,1,0
507019886,Jake Kaminski,USA,male,8/11/1988,1.78,70,archery,0,1,0
833814609,Jakob Fuglsang,DEN,male,3/22/1985,1.83,69,cycling,0,1,0
425329772,James Davies,GBR,male,10/25/1990,1.81,98,rugby sevens,0,1,0
966013251,James McRAE,AUS,male,6/27/1987,1.93,93,rowing,0,1,0
942584385,James Rodwell,GBR,male,8/23/1984,1.95,105,rugby sevens,0,1,0
18696294,Jannik Huth,GER,male,4/15/1994,1.85,80,football,0,1,0
541393183,Jared Tallent,AUS,male,10/17/1984,1.78,58,athletics,0,1,0
167236182,Jaroslav Kulhavy,CZE,male,1/8/1985,1.88,77,cycling,0,1,0
572050627,Jason Waterhouse,AUS,male,11/8/1991,1.85,75,sailing,0,1,0
340352113,Javier Garcia Gadea,CRO,male,1/5/1984,1.98,92,aquatics,0,1,0
23901411,Javon Francis,JAM,male,12/4/1994,1.83,68,athletics,0,1,0
472715886,Jean Quiquampoix,FRA,male,11/3/1995,1.89,85,shooting,0,1,0
601724690,Jean-Charles Valladont,FRA,male,3/20/1989,1.8,83,archery,0,1,0
984646645,Jean-Paul Tony Helissey,FRA,male,3/28/1990,1.77,77,fencing,0,1,0
225359768,Jelena Nikolic,SRB,female,4/13/1982,1.94,79,volleyball,0,1,0
763826075,Jelle van Gorkom,NED,male,1/5/1991,1.87,93,cycling,0,1,0
871842382,Jennifer Valente,USA,female,12/24/1994,1.76,74,cycling,0,1,0
862582190,Jeremy Cadot,FRA,male,11/7/1986,1.85,78,fencing,0,1,0
528202320,Jeremy Stravius,FRA,male,7/14/1988,1.9,87,aquatics,0,1,0
231926753,Jeremy Toljan,GER,male,8/8/1994,1.82,77,football,0,1,0
701894934,Jerome Truyens,BEL,male,8/4/1987,1.78,70,hockey,0,1,0
245831479,Jessica Ashwood,AUS,female,4/28/1993,1.73,64,aquatics,0,1,0
651225769,Jessica Eddie,GBR,female,10/7/1984,1.78,75,rowing,0,1,0
668056593,Jessica Ennis-Hill,GBR,female,1/28/1986,1.65,57,athletics,0,1,0
279018477,Jessica Samuelsson,SWE,female,1/30/1992,1.66,60,football,0,1,0
404900556,Jialu Hao,CHN,female,8/20/1987,1.76,66,fencing,0,1,0
72458951,Jiayu Xu,CHN,male,8/19/1995,1.87,78,aquatics,0,1,0
450037475,Jo Aleh,NZL,female,5/15/1986,1.71,58,sailing,0,1,0
921707760,Joe Joyce,GBR,male,9/19/1985,1.97,,boxing,0,1,0
251331480,Joe Kovacs,USA,male,6/28/1989,1.83,133,athletics,0,1,0
110489298,John-John Dohmen,BEL,male,1/24/1988,1.74,69,hockey,0,1,0
793991394,Jon Schofield,GBR,male,5/10/1985,1.8,80,canoe,0,1,0
339303461,Jonathan Brownlee,GBR,male,4/30/1990,1.81,70,triathlon,0,1,0
342096767,Jonghyun Kim,KOR,male,7/21/1985,1.7,73,shooting,0,1,0
318221769,Jonna Andersson,SWE,female,1/2/1993,1.67,64,football,0,1,0
820424202,Josh Prenot,USA,male,7/28/1993,1.81,75,aquatics,0,1,0
758033306,Joshua Booth,AUS,male,10/9/1990,1.9,93,rowing,0,1,0
357476242,Joshua Dunkley-Smith,AUS,male,6/28/1989,1.94,98,rowing,0,1,0
751292408,Josip Pavic,CRO,male,1/15/1982,1.95,90,aquatics,0,1,0
441296734,Jovana Brakocevic,SRB,female,3/5/1988,1.96,82,volleyball,0,1,0
383964072,Jovana Stevanovic,SRB,female,6/30/1992,1.92,72,volleyball,0,1,0
433904148,Joyce Sombroek,NED,female,9/10/1990,1.79,64,hockey,0,1,0
436803627,Juan Martin Del Potro,ARG,male,9/23/1988,1.98,97,tennis,0,1,0
919533844,Julia Krajewski,GER,female,10/22/1988,1.68,65,equestrian,0,1,0
273158116,Julian Brandt,GER,male,5/2/1996,1.85,82,football,0,1,0
352796479,Julius Yego,KEN,male,1/4/1989,1.75,94,athletics,0,1,0
990108444,Jun Hoong Cheong,MAS,female,4/16/1990,1.53,46,aquatics,0,1,0
184749002,Junhua Yin,CHN,female,8/27/1990,1.67,,boxing,0,1,0
546944322,Juraj Tarr,SVK,male,2/18/1979,1.86,88,canoe,0,1,0
574761075,Justin Gatlin,USA,male,2/10/1982,1.86,80,athletics,0,1,0
109033637,Kamilla Rytter juhl,DEN,female,11/23/1983,1.83,71,badminton,0,1,0
871511200,Karen Bennett,GBR,female,2/5/1989,1.79,75,rowing,0,1,0
338139502,Karsten Forsterling,AUS,male,1/21/1980,1.91,88,rowing,0,1,0
807443109,Kasper Joergensen,DEN,male,3/21/1985,1.85,75,rowing,0,1,0
799137715,Katherine Grainger,GBR,female,11/12/1975,1.83,78,rowing,0,1,0
932382598,Katie Greves,GBR,female,9/2/1982,1.79,71,rowing,0,1,0
536942057,Kayla McAlister,NZL,female,8/6/1988,1.69,70,rugby sevens,0,1,0
230772998,Kelly Brazier,NZL,female,10/28/1989,1.71,70,rugby sevens,0,1,0
828916384,Kelly Catlin,USA,female,11/3/1995,1.68,63,cycling,0,1,0
690756146,Kelly Jonker,NED,female,5/23/1990,1.59,59,hockey,0,1,0
907808928,Kent Farrington,USA,male,12/28/1980,1.73,65,equestrian,0,1,0
478863771,Kentin Mahe,FRA,male,5/22/1991,1.86,83,handball,0,1,0
385550989,Kevin Mayer,FRA,male,2/10/1992,1.86,77,athletics,0,1,0
813748404,Khetag Goziumov,AZE,male,4/24/1983,1.8,97,wrestling,0,1,0
106579503,Kirani James,GRN,male,9/1/1992,,66,athletics,0,1,0
159029734,Kitty van Male,NED,female,6/5/1988,1.96,63,hockey,0,1,0
196041422,Koki Niwa,JPN,male,10/10/1994,1.62,51,table tennis,0,1,0
682697811,Komeil Nemat Ghasemi,IRI,male,2/27/1988,1.86,115,wrestling,0,1,0
409930037,Kosovare Asllani,SWE,female,7/29/1989,1.66,54,football,0,1,0
500616803,Ksenia Perova,RUS,female,2/8/1989,1.69,77,archery,0,1,0
370696968,Kuk Hyang Kim,PRK,female,4/20/1993,1.7,100,weightlifting,0,1,0
451101103,Laia Palau,ESP,female,9/10/1979,1.81,69,basketball,0,1,0
715498421,Lars Bender,GER,male,4/27/1989,1.84,77,football,0,1,0
327942821,Laszlo Cseh,HUN,male,12/3/1985,1.88,84,aquatics,0,1,0
652201714,Laura Gil,ESP,female,4/24/1992,1.91,78,basketball,0,1,0
69085100,Laura Glauser,FRA,female,8/20/1993,1.78,65,handball,0,1,0
612731499,Laura Nicholls,ESP,female,2/26/1989,1.9,90,basketball,0,1,0
278075426,Laura Quevedo,ESP,female,4/15/1996,1.85,74,basketball,0,1,0
603343722,Laura Teani,ITA,female,3/13/1991,1.75,75,aquatics,0,1,0
937639115,Laurien Leurink,NED,female,11/13/1994,1.73,67,hockey,0,1,0
822053837,Laurisa Landre,FRA,female,10/27/1985,1.74,67,handball,0,1,0
735071398,Lawrence Brittain,RSA,male,11/9/1990,1.87,94,rowing,0,1,0
275124572,Leah Neale,AUS,female,8/1/1995,1.73,77,aquatics,0,1,0
862102425,Leonor Rodriguez,ESP,female,10/21/1991,1.8,72,basketball,0,1,0
927194850,Leticia Romero,ESP,female,5/28/1995,1.77,62,basketball,0,1,0
447494695,Li Guo,CHN,female,5/11/1993,1.67,54,aquatics,0,1,0
462590793,Lia Neal,USA,female,2/13/1995,1.78,74,aquatics,0,1,0
641616840,Lidewij Welten,NED,female,7/16/1990,1.7,64,hockey,0,1,0
401452346,Linda Sembrant,SWE,female,5/15/1987,1.75,66,football,0,1,0
181124319,Lindsay Jennerich,CAN,female,7/30/1982,1.65,59,rowing,0,1,0
922248644,Lisa Dahlkvist,SWE,female,2/6/1987,1.73,68,football,0,1,0
191131636,Lisa Darmanin,AUS,female,8/27/1991,1.68,65,sailing,0,1,0
241114049,Lisa Unruh,GER,female,4/12/1988,1.8,68,archery,0,1,0
380475095,Liu Ying Goh,MAS,female,5/30/1989,1.66,56,badminton,0,1,0
999987786,Loick Luypaert,BEL,male,8/19/1991,1.81,78,hockey,0,1,0
554615022,Lorenzo Sotomayor Collazo,AZE,male,2/16/1985,1.85,,boxing,0,1,0
97180847,Lotta Schelin,SWE,female,2/27/1984,1.79,66,football,0,1,0
84986974,Louis Smith,GBR,male,4/22/1989,1.8,78,gymnastics,0,1,0
850074642,Lourdes Mohedano,ESP,female,6/17/1995,1.73,53,gymnastics,0,1,0
878070410,Luc Abalo,FRA,male,9/6/1984,1.82,86,handball,0,1,0
141527506,Luca Vettori,ITA,male,4/26/1991,2,95,volleyball,0,1,0
829679838,Lucila Pascua,ESP,female,3/21/1983,1.96,93,basketball,0,1,0
61310516,Lucy Davis,USA,female,10/22/1992,1.66,55,equestrian,0,1,0
549211335,Ludovic Fabregas,FRA,male,7/1/1996,1.98,100,handball,0,1,0
366132937,Luka Bukic,CRO,male,4/30/1994,1.95,90,aquatics,0,1,0
398703913,Luka Karabatic,FRA,male,4/19/1988,2.02,108,handball,0,1,0
504359994,Luka Loncar,CRO,male,6/26/1987,1.95,106,aquatics,0,1,0
51396878,Lukas Klostermann,GER,male,6/3/1996,1.89,84,football,0,1,0
488085087,Lutalo Muhammad,GBR,male,6/3/1991,1.91,80,taekwondo,0,1,0
14088740,Luuka Jones,NZL,female,10/18/1988,1.72,68,canoe,0,1,0
905348917,Luvo Manyonga,RSA,male,1/8/1991,,,athletics,0,1,0
212107375,Lydia Ko,NZL,male,4/23/1997,1.67,65,golf,0,1,0
29701462,Maartje Paumen,NED,female,9/19/1985,1.76,66,hockey,0,1,0
302906626,Magdalena Eriksson,SWE,female,9/8/1993,1.72,67,football,0,1,0
34377778,Maharu Yoshimura,JPN,male,8/3/1993,1.77,61,table tennis,0,1,0
959018491,Maja Ognjenovic,SRB,female,8/6/1984,1.83,67,volleyball,0,1,0
793000755,Maja Wloszczowska,POL,female,11/9/1983,1.7,54,cycling,0,1,0
997297757,Malte Jakschik,GER,male,8/3/1993,1.94,93,rowing,0,1,0
969062147,Manon Houette,FRA,female,7/2/1992,1.68,69,handball,0,1,0
483777206,Marco Fichera,ITA,male,9/4/1993,1.8,74,fencing,0,1,0
975072988,Marco Innocenti,ITA,male,8/16/1978,1.78,97,shooting,0,1,0
164432341,Marcus Svensson,SWE,male,3/22/1990,1.76,68,shooting,0,1,0
372436745,Marcus Watson,GBR,male,6/27/1991,1.77,88,rugby sevens,0,1,0
999465722,Margot van Geffen,NED,female,11/23/1989,1.72,63,hockey,0,1,0
950854584,Maria Guadalupe Gonzalez,MEX,female,1/9/1989,1.62,47,athletics,0,1,0
609643734,Maria Verschoor,NED,female,4/22/1994,1.64,58,hockey,0,1,0
215800330,Maria del Rosario Espinoza Espinoza,MEX,female,11/29/1987,1.73,70,taekwondo,0,1,0
372606340,Marie Prouvensier,FRA,female,2/9/1994,1.65,52,handball,0,1,0
951698977,Mariya Stadnik,AZE,female,6/3/1988,1.57,48,wrestling,0,1,0
251655789,Mark Bennett,GBR,male,2/3/1993,1.83,89,rugby sevens,0,1,0
261061286,Mark Cavendish,GBR,male,5/21/1985,1.75,70,cycling,0,1,0
44374926,Mark Overgaard Madsen,DEN,male,9/23/1984,1.77,80,wrestling,0,1,0
746387093,Mark Robertson,GBR,male,12/30/1984,1.89,96,rugby sevens,0,1,0
442704681,Marko Bijac,CRO,male,1/12/1991,2.01,85,aquatics,0,1,0
279090752,Marko Macan,CRO,male,4/26/1993,1.96,109,aquatics,0,1,0
638559155,Marko Simonovic,SRB,male,5/30/1986,2.03,96,basketball,0,1,0
345574422,Marko Tomicevic,SRB,male,4/19/1990,1.74,80,canoe,0,1,0
527228323,Marloes Keetels,NED,female,5/4/1993,1.72,66,hockey,0,1,0
461251275,Maro Jokovic,CRO,male,10/1/1987,2.03,95,aquatics,0,1,0
166820643,Marta Walczykiewicz,POL,female,8/1/1987,1.65,63,canoe,0,1,0
693968979,Marta Xargay,ESP,female,12/20/1990,1.8,71,basketball,0,1,0
842376118,Martin Sauer,GER,male,12/17/1982,1.69,55,rowing,0,1,0
213466972,Martina Hingis,SUI,female,9/30/1980,1.7,59,tennis,0,1,0
408549485,Maryia Mamashuk,BLR,female,8/31/1992,1.63,65,wrestling,0,1,0
48986256,Masato Sakai,JPN,male,6/6/1995,1.81,77,aquatics,0,1,0
20695020,Massimo Colaci,ITA,male,2/21/1985,1.8,75,volleyball,0,1,0
886265349,Matej Benus,SVK,male,11/2/1987,1.96,83,canoe,0,1,0
370742926,Mathew Belcher,AUS,male,9/20/1982,1.73,62,sailing,0,1,0
981983025,Mathieu Grebille,FRA,male,10/6/1991,1.98,100,handball,0,1,0
911422793,Matteo Piano,ITA,male,10/24/1990,2.08,102,volleyball,0,1,0
554191048,Matthias Ginter,GER,male,1/19/1994,1.9,88,football,0,1,0
103170142,Matthijs Buchli,NED,male,12/13/1992,1.88,90,cycling,0,1,0
384641451,Max Christiansen,GER,male,9/25/1996,1.85,84,football,0,1,0
429841022,Maxime Beaumont,FRA,male,4/23/1982,1.91,94,canoe,0,1,0
91221039,Maximilian Meyer,GER,male,9/18/1995,1.73,69,football,0,1,0
718400252,Maximilian Munski,GER,male,1/10/1988,1.95,96,rowing,0,1,0
65092723,Maximilian Reinelt,GER,male,8/24/1988,1.95,98,rowing,0,1,0
409204459,McLain Ward,USA,male,10/17/1975,1.76,70,equestrian,0,1,0
211496382,Mehdy Metella,FRA,male,7/17/1992,1.91,99,aquatics,0,1,0
643682523,Melanie Wilson,GBR,female,6/25/1984,1.84,75,rowing,0,1,0
667446420,Melina Robert-Michon,FRA,female,7/18/1979,1.8,85,athletics,0,1,0
271606334,Mengni Tang,CHN,female,4/8/1994,1.69,59,aquatics,0,1,0
128789851,Michael Guigou,FRA,male,1/28/1982,1.79,79,handball,0,1,0
156951365,Michael Hepburn,AUS,male,8/17/1991,1.86,77,cycling,0,1,0
5116041,Migran Arutyunyan,ARM,male,3/25/1989,1.66,67,wrestling,0,1,0
302902046,Mike Hixon,USA,male,7/16/1994,1.73,68,aquatics,0,1,0
34031810,Milan Macvan,SRB,male,11/16/1989,2.05,107,basketball,0,1,0
627051763,Milena Rasic,SRB,female,10/25/1990,1.91,72,volleyball,0,1,0
162979267,Milenko Zoric,SRB,male,4/2/1989,1.79,73,canoe,0,1,0
696058975,Milos Teodosic,SRB,male,3/19/1987,1.95,90,basketball,0,1,0
352623895,Mindaugas Griskonis,LTU,male,1/17/1986,1.9,92,rowing,0,1,0
146069322,Mirela Demireva,BUL,female,9/28/1989,1.8,58,athletics,0,1,0
727165956,Miroslav Raduljica,SRB,male,1/5/1988,2.13,130,basketball,0,1,0
355342299,Misha Aloian,RUS,male,8/23/1988,1.65,,boxing,0,1,0
736619678,Molly Meech,NZL,female,3/31/1993,1.78,74,sailing,0,1,0
335727290,Monika Karsch,GER,female,12/22/1982,1.58,55,shooting,0,1,0
174861233,Morten Joergensen,DEN,male,6/23/1985,1.83,73,rowing,0,1,0
434308587,Mutaz Essa Barshim,QAT,male,6/24/1991,1.9,65,athletics,0,1,0
937919946,Naomi van As,NED,female,7/26/1983,1.79,63,hockey,0,1,0
233616560,Natalia Vorobeva,RUS,female,5/27/1991,1.74,69,wrestling,0,1,0
469016028,Natalie Rooney,NZL,female,6/1/1988,1.81,95,shooting,0,1,0
628333432,Nathan Outteridge,AUS,male,1/28/1986,1.79,75,sailing,0,1,0
920855247,Nathon Allen,JAM,male,10/28/1995,,,athletics,0,1,0
618007323,Nemanja Nedovic,SRB,male,6/16/1991,1.91,90,basketball,0,1,0
294595887,Nia Ali,USA,female,10/23/1988,1.68,64,athletics,0,1,0
806128359,Niall Williams,NZL,female,4/21/1988,1.73,74,rugby sevens,0,1,0
624024995,Nick Dempsey,GBR,male,8/13/1980,1.8,71,sailing,0,1,0
332129646,Nicola Spirig Hug,SUI,female,2/7/1982,1.66,54,triathlon,0,1,0
773243020,Nicole Beukers,NED,female,10/7/1990,1.7,66,rowing,0,1,0
405340018,Nikita Nagornyy,RUS,male,2/12/1997,1.66,67,gymnastics,0,1,0
497912437,Niklas Suele,GER,male,9/3/1995,1.94,100,football,0,1,0
799131659,Nikola Jokic,SRB,male,2/19/1995,2.09,115,basketball,0,1,0
195768771,Nikola Kalinic,SRB,male,11/8/1991,2.02,102,basketball,0,1,0
483433829,Nikola Karabatic,FRA,male,4/11/1984,1.94,104,handball,0,1,0
759289661,Nikolai Kuksenkov,RUS,male,6/2/1989,1.72,65,gymnastics,0,1,0
820507010,Nilla Fischer,SWE,female,8/2/1984,1.77,74,football,0,1,0
599711815,Nils Petersen,GER,male,12/6/1988,1.88,80,football,0,1,0
742257212,Nouchka Fontijn,NED,female,11/9/1987,1.8,,boxing,0,1,0
123381244,Novlene Williams-Mills,JAM,female,4/26/1982,1.68,57,athletics,0,1,0
894451060,Odette Giuffrida,ITA,female,10/12/1994,1.6,52,judo,0,1,0
489944165,Oleg Antonov,ITA,male,7/28/1988,1.98,88,volleyball,0,1,0
759603563,Olena Kravatska,UKR,female,6/22/1992,1.76,66,fencing,0,1,0
982514520,Olena Voronina,UKR,female,5/5/1990,1.65,65,fencing,0,1,0
341366636,Olga Zabelinskaya,RUS,female,5/10/1980,,,cycling,0,1,0
922393211,Oliver Lindsay-Hague,GBR,male,10/8/1990,1.8,83,rugby sevens,0,1,0
631669580,Olivia Carnegie-Brown,GBR,female,3/28/1991,1.81,73,rowing,0,1,0
990163818,Olivia Schough,SWE,female,3/11/1991,1.72,60,football,0,1,0
207164016,Olivier Nyokas,FRA,male,6/28/1986,1.89,86,handball,0,1,0
